% Model:              Sph.mph
% Version:            COMSOL 6.1.0.282
% Date:               Jan 27 2025, 17:23
% Dimension:          3
% Nodes:              8372
% Expressions:        3
% Description:        magnetization deviation, X component, magnetization deviation, Y component, magnetization deviation, Z component
% Length unit:        nm
% x                       y                        z                        dm2X (1) @ lambda=2E-9                            dm2Y (1) @ lambda=2E-9                            dm2Z (1) @ lambda=2E-9
-1.0978847049146515E-8    3.927786170981733E-9     -2.5929346397731387E-7   0.03104041698773079+0.012113790154214304i         0.012113790154200988-0.0310404169877221i          0
-9.97295568309896E-9      2.5112971946200126E-8    -2.6156767792485005E-7   0.031040416670098252+0.012113790030255494i        0.012113790030242148-0.031040416670089395i        0
-2.0565201977785715E-8    1.4377097100251398E-8    -3.0399480016956753E-7   0.031040413182048643+0.012113788669014056i        0.012113788669000765-0.031040413182039952i        0
-2.112551699075982E-8     -1.9706920970298858E-9   -2.843314528357827E-7    0.03104041491446156+0.012113789345103156i         0.01211378934508981-0.031040414914452814i         0
-4.0979821113304315E-8    1.8837418162066972E-8    -3.251297721658516E-7    0.031040411336349633+0.01211378794871412i         0.01211378794870083-0.03104041133634083i          0
-1.4527821767480753E-8    3.1684476068981166E-8    -2.9009750331000604E-7   0.031040414246654588+0.012113789084485748i        0.01211378908447232-0.031040414246645786i         0
-3.022903087254427E-8     4.43232278595391E-8      -3.0222131325959957E-7   0.031040413112701486+0.01211378864195078i         0.012113788641937434-0.031040413112692795i        0
-2.701453616646268E-8     2.867130107736354E-8     -2.4626962878863174E-7   0.03104041786492129+0.012113790496545472i         0.012113790496532155-0.03104041786491249i         0
-4.2384480195403564E-8    3.855961983355837E-8     -3.245643853213008E-7    0.03104041125606457+0.012113787917382185i         0.01211378791736884-0.031040411256055823i         0
-4.775594490929944E-8     7.07033481764161E-8      -2.5454015667243377E-7   0.03104041685208411+0.012113790101277052i         0.01211379010126376-0.031040416852075307i         0
-6.694115286350956E-8     8.420020567764563E-8     -2.474305644591391E-7    0.03104041729858699+0.012113790275528696i         0.012113790275515296-0.031040417298578187i        0
-5.3569146427527805E-8    5.478921934651466E-8     -2.700166641259323E-7    0.031040415648399104+0.012113789631528595i        0.012113789631515222-0.031040415648390246i        0
-4.2834855370908835E-8    5.5257003008357364E-8    -2.3724339925567003E-7   0.031040418399452954+0.012113790705151069i        0.012113790705137694-0.031040418399444263i        0
-4.86480568891372E-8      3.9342874178455915E-8    -2.5271990670916857E-7   0.031040417195770113+0.012113790235403418i        0.012113790235390127-0.031040417195761255i        0
-8.623694156235495E-8     7.45281072346446E-8      -3.248908691976286E-7    0.031040410868650895+0.012113787766190667i        0.01211378776617732-0.031040410868641982i         0
-7.471388588013428E-8     5.8473885343710754E-8    -3.390601647308935E-7    0.03104040982821958+0.012113787360153398i         0.012113787360140078-0.031040409828210946i        0
-6.210584007801007E-8     4.051923480807577E-8     -3.1686670489735884E-7   0.03104041182159196+0.012113788138084109i         0.012113788138070763-0.031040411821583104i        0
-7.555159036849018E-8     7.437655519461324E-8     -3.0130077631946095E-7   0.031040412861084735+0.012113788543755163i        0.012113788543741871-0.031040412861075988i        0
-6.36538909642458E-8      5.506358804548235E-8     -2.977304411816203E-7    0.031040413314744+0.01211378872079959i            0.012113788720786216-0.031040413314735088i        0
-7.373608266320778E-8     5.191143774309494E-8     -2.7970811708823924E-7   0.03104041479914406+0.012113789300099508i         0.01211378930008616-0.031040414799135257i         0
-7.713014087653104E-8     3.355620154742231E-8     -3.802140653662748E-7    0.031040406559612307+0.012113786084551293i        0.012113786084537947-0.031040406559603505i        0
-9.366225476263678E-8     5.369982789912863E-8     -3.5399386391377395E-7   0.031040408559387524+0.012113786864980672i        0.01211378686496738-0.031040408559378615i         0
-8.465013292617643E-8     5.6430537553602615E-8    -3.7565673248201333E-7   0.031040406772073377+0.01211378616746597i         0.012113786167452652-0.03104040677206463i         0
-3.140041865205996E-8     -6.078105708463365E-9    -2.4868735529284626E-7   0.0310404178670543+0.012113790497377836i          0.012113790497364491-0.0310404178670455i          0
-2.743672270592388E-8     4.86996108065992E-9      -2.0877869471575395E-7   0.031040421124119876+0.012113791768475757i        0.012113791768462494-0.03104042112411113i         0
-2.9674318023074756E-8    -5.3101838797356645E-8   -2.2766551557083608E-7   0.031040419910433676+0.012113791294824275i        0.012113791294810931-0.03104041991042482i         0
-6.081045867939132E-8     1.911305321121451E-8     -2.433218980901182E-7    0.031040418064156274+0.012113790574298624i        0.012113790574285362-0.031040418064147417i        0
-3.917693795671681E-8     8.441480110122138E-9     -2.3687162016958124E-7   0.031040418733308785+0.012113790835441151i        0.012113790835427834-0.03104041873330004i         0
-2.800854160016428E-8     -2.7076381449249533E-8   -1.863676339248826E-7    0.031040423181761714+0.012113792571488164i        0.01211379257147482-0.031040423181752746i         0
-1.862831053662627E-8     -1.7240773253048088E-8   -2.0465996349954372E-7   0.031040421631131725+0.012113791966341523i        0.012113791966328204-0.031040421631122868i        0
-1.959361155263119E-8     -2.5832086714626478E-8   -2.2587523361523942E-7   0.03104041992050072+0.012113791298753094i         0.012113791298739721-0.03104041992049192i         0
-1.2718994720371195E-8    -1.0288593048186494E-7   -2.9723570185503487E-7   0.031040414497985214+0.012113789182569633i        0.012113789182556286-0.031040414497976357i        0
-5.79801753344218E-9      -1.2289378856204505E-7   -3.0036763261524494E-7   0.031040414384131687+0.01211378913813732i         0.012113789138124003-0.031040414384122996i        0
-7.047886394610378E-9     -1.3197054274507622E-7   -3.25185931647967E-7     0.03104041237654115+0.012113788354657802i         0.012113788354644456-0.031040412376532347i        0
-1.5947224027251157E-8    -1.5529281287210175E-7   -3.11914237269094E-7     0.031040413595898052+0.012113788830522335i        0.012113788830509016-0.031040413595889195i        0
-1.4697355166082954E-8    -1.4621605868907056E-7   -2.87095938236372E-7     0.031040415603487206+0.012113789614001301i        0.01211378961398801-0.031040415603478515i         0
-2.1955498296648276E-8    -1.0327227443988795E-7   -2.7178552444431E-7      0.031040416584394315+0.012113789996808868i        0.012113789996795467-0.031040416584385513i        0
-1.453551976607224E-8     -1.091161294055132E-7    -3.683784866787422E-7    0.031040408625355228+0.012113786890725148i        0.012113786890711856-0.03104040862534637i         0
-1.8874286074503598E-8    -8.228502282788913E-8    -3.653406525035599E-7    0.031040408696915264+0.012113786918652107i        0.012113786918638788-0.031040408696906406i        0
-2.761876310718511E-8     -1.2315454112967267E-7   -3.4350528125385055E-7   0.031040410736959+0.01211378771479673i            0.012113787714783442-0.03104041073695009i         0
-3.329418731086505E-8     -7.172971956296426E-8    -3.805952066666918E-7    0.03104040732002939+0.012113786381310613i         0.012113786381297242-0.031040407320020703i        0
-4.610709394890622E-8     -2.7595037970506766E-7   -1.4062018588446456E-7   0.031040428473473287+0.012113794636624285i        0.012113794636611021-0.03104042847346454i         0
-2.7068837533336903E-8    -2.814562971836149E-7    -1.2417198666456324E-7   0.031040429932345126+0.012113795205961581i        0.012113795205948236-0.03104042993233649i         0
-2.8075887482383592E-8    -2.778951325399309E-7    -1.0505855877470838E-7   0.03104043149370107+0.012113795815294209i         0.012113795815280864-0.031040431493692157i        0
-3.2035604118082404E-8    -2.3486751609430754E-7   -1.3935252769104538E-8   0.031040438777811968+0.012113798657981213i        0.012113798657967838-0.031040438777803166i        0
-1.663304213651414E-8     -2.7362362111326444E-7   -1.5363672330467802E-8   0.031040438948513632+0.012113798724599i           0.012113798724585767-0.03104043894850472i         0
-3.677745392116146E-8     -2.6431615433073423E-7   -6.274762001955113E-9    0.031040439582442847+0.012113798971995379i        0.01211379897198206-0.031040439582434045i         0
-1.424294933786659E-8     -2.6331740423803697E-7   -5.3352700289663224E-8   0.031040435738144082+0.012113797471724676i        0.012113797471711273-0.031040435738135225i        0
-2.6620125748942386E-8    -2.228949079331321E-7    -5.924252457383361E-8    0.031040434958951674+0.012113797167638087i        0.012113797167624767-0.031040434958942927i        0
-1.5867681029579242E-8    -2.3003176387022415E-7   -3.478082629267445E-8    0.031040437067464146+0.012113797990503203i        0.012113797990489885-0.031040437067455292i        0
-2.30132473824241E-8      -2.858893353011895E-7    -3.52739949774186E-8     0.031040437352274776+0.012113798101653096i        0.012113798101639778-0.031040437352265974i        0
-7.862744091956632E-9     -2.5105169005011196E-7   -3.344237764271242E-8    0.031040437334383823+0.012113798094670968i        0.012113798094657622-0.031040437334375077i        0
-2.8724911795621444E-8    -2.349783947864086E-7    -8.467641818391955E-8    0.03104043291633284+0.012113796370488428i         0.012113796370475166-0.031040432916324093i        0
-2.435267232216826E-8     -2.543809649114258E-7    -8.012504254971118E-8    0.031040433428605737+0.012113796570407336i        0.01211379657039396-0.031040433428596772i         0
-4.508667542892103E-8     -2.4650466765909506E-7   -9.317631530291589E-8    0.03104043223169077+0.012113796103301013i         0.012113796103287697-0.03104043223168208i         0
-4.071443595546785E-8     -2.6590723778411207E-7   -8.862493966870752E-8    0.031040432743964445+0.012113796303220226i        0.012113796303206852-0.0310404327439557i          0
-6.391517443797328E-8     -2.9346446646818993E-7   8.528481522099629E-8     0.031040447280354416+0.01211380197617166i         0.01211380197615837-0.031040447280345503i         0
-4.6715963419552867E-8    -3.409068706028466E-7    3.813362517851464E-8     0.031040443715151814+0.012113800584820604i        0.012113800584807287-0.03104044371514279i         0
-6.914417488886037E-8     -2.690987587831266E-7    4.240741939139465E-8     0.031040443552934376+0.01211380052151386i         0.012113800521500545-0.03104044355292552i         0
-1.0294838941297102E-7    -2.94748025000037E-7     9.272965441351843E-8     0.0310404477850894+0.01211380217314892i           0.01211380217313552-0.031040447785080708i         0
-5.708292564965323E-8     -2.899300525020337E-7    2.740798421635853E-8     0.031040442475020916+0.012113800100848851i        0.012113800100835589-0.031040442475012003i        0
-7.23761056527806E-8      -2.734936508723084E-7    6.704117923559403E-8     0.03104044561519838+0.01211380132633021i          0.012113801326316918-0.03104044561518969i         0
-7.948513494355502E-8     -3.0290622311467975E-7   1.032416532387599E-7     0.031040448781447134+0.012113802561985961i        0.01211380256197267-0.031040448781438388i         0
-6.428770903120954E-8     -3.544665282243865E-7    2.353046396797943E-8     0.03104044253276466+0.01211380012338386i          0.012113800123370487-0.031040442532755973i        0
-1.1237078868158518E-7    -3.231874993437455E-7    8.055683406463052E-8     0.03104044692246363+0.01211380183650166i          0.012113801836488315-0.03104044692245477i         0
-8.03965080691093E-8      -3.6609827707835317E-7   6.715322054501852E-8     0.03104044617643726+0.012113801545358443i         0.012113801545345124-0.03104044617642857i         0
-7.57776060425151E-8      -3.3135365572042496E-7   1.0440965264384179E-7    0.0310404490671331+0.012113802673477413i          0.012113802673464095-0.031040449067124408i        0
-5.363799032637885E-8     -3.560130164587046E-7    6.67022526391212E-8      0.03104044615932013+0.012113801538678354i         0.012113801538665037-0.031040446159311272i        0
-8.43396641076896E-8      -3.6956471581820777E-7   3.875827167461618E-8     0.031040443828621183+0.012113800629103035i        0.01211380062908977-0.031040443828612437i         0
-9.858104063076083E-8     -2.7397183284427145E-7   7.511351395956615E-8     0.031040446206866208+0.012113801557233633i        0.012113801557220232-0.031040446206857294i        0
-5.2642445354847376E-8    -3.364216842577392E-7    8.657091681559282E-8     0.031040447689736846+0.012113802135936703i        0.0121138021359233-0.031040447689728044i          0
-4.297873793945718E-8     -3.1267915831527554E-7   3.941795580577269E-8     0.03104044365754203+0.012113800562337908i         0.012113800562324563-0.031040443657533282i        0
